id,stepindex,recipe_id,stepamount,steptitle
2142,0,896,{null},Tools: Shaker
2143,7,713,{null},Blend
2144,0,868,1 1/2 oz,Rum
2145,5,860,{null},Stir
2146,0,60,Fill 1/2,Ice
2147,4,23,2 oz,Tequila
2148,2,818,5 oz,Pineapple Juice
2149,13,210,6 cubes,Ice
2151,3,900,1/2 oz,Rum (light)
2152,6,750,2 1/2 oz,Bourbon
2153,2,7,1 oz,Vodka (orange)
2154,2,3,1 1/2 oz,Cognac
2155,3,908,1 splash,Club Soda
2156,8,786,1 tsp,Horseradish
2157,3,916,1 1/2 oz,Scotch
2158,0,59,{null},Tools: Shaker
2159,6,850,{null},Shake
2160,0,606,{null},Tools: Shaker
2161,5,857,1/2 tsp,Sugar (superfine)
2163,3,791,1 oz,Gin
2164,6,853,{null},Strain into glass
2165,1,629,1/2 oz,Vermouth (dry)
2167,1,747,2 oz,Whiskey
2168,6,89,{null},Strain into glass
2170,3,793,1 oz,Schnapps (peach)
2171,2,9,1 oz,Gin
2173,0,870,1 strip,Bacon
2174,2,645,1/2 oz,Rum (spiced)
2175,4,34,1 oz,Lemon Juice
2176,1,23,Fill 1/2,Ice
2177,0,56,{null},Tools: Shaker
2179,10,773,Garnish,Cherries (maraschino)
2180,8,781,Garnish,Lemon Peel
2181,0,55,{null},Tools: Shaker
2183,4,28,1 oz,Coffee Liqueur
2185,5,733,1/2 oz,Creme de Bananes
2186,2,794,1/2 oz,Vodka
2188,2,4,3/4 oz,Cognac
2189,3,806,1/2 oz,Midori
2190,3,917,1 1/2 oz,Amaretto
2191,3,911,1 tsp,Sugar
2192,5,690,{null},Shake
2193,6,752,{null},Recommended Bitters: Angostura
2194,3,685,1 oz,Grand Marnier
2195,2,6,1/2 shot,Amaretto
2196,3,924,2 oz,Rum (dark)
2197,5,16,{null},Shake
2198,1,852,3 oz,Fruit Punch
2199,5,809,{null},Shake
2200,0,565,{null},Tools: Shaker
2201,5,869,{null},Recommended Vodka: Smirnoff Orange Twist
2202,1,634,Fill 3/4,Ice
2203,0,61,{null},In Pint Glass:
2204,10,825,{null},Recommended Stout: Guiness
2205,1,633,Fill 3/4,Ice
2206,3,922,1 oz,Vermouth (sweet)
2207,2,14,1/2 oz,Irish Cream
2208,6,847,1 white,Eggs
2209,1,38,2 oz,Vodka
2210,7,841,{null},Recommended Irish Cream: Bailey's
2211,6,736,{null},Recommended Vodka: Kamachatka
2212,1,34,Fill 1/2,Ice
2213,8,705,1 splash,Grenadine
2214,2,654,2 1/2 oz,Gin
2216,6,758,{null},Strain into chilled glass
2217,2,659,1 1/2 oz,Amaretto
2218,1,28,1 oz,Rum (white)
2219,1,632,1/2 oz,Irish Whiskey
2220,0,587,Fill,Ice
2221,6,757,3 oz,Light Cream
2222,5,735,{null},Stir
2223,4,44,1 oz,Lime Juice
2224,5,872,1/2 oz,Orange Juice
2225,1,39,1 1/2 oz,Champagne
2226,0,69,Fill,Ice
2228,1,40,1 1/2 oz,Rum (dark)
2229,7,839,{null},In Old-fashioned glass
2230,5,651,1/4 oz,Banana Liqueur
2231,1,35,2/3 oz,Lemon Juice
2232,0,701,{null},Tools: Mixing Glass
2233,5,875,3/4 oz,Lemon Juice
2234,2,785,2 tbsp,Lime Juice
2236,4,634,2 oz,Sweet-and-Sour
2237,0,582,Fill 1/2,Ice
2238,0,585,Fill,Ice (crushed)
2239,5,867,1 dash,Orange Juice
2240,4,633,1 1/4 oz,Sweet-and-Sour
2241,5,877,1 tsp,Lemon Juice
2242,6,860,{null},Recommended Whiskey: Jameson Irish Whiskey
2243,4,906,{null},Pour into glass
2244,8,789,1 twist,Orange Peel
2245,0,589,{null},Tools: Shaker
2246,0,64,1 oz,Benedictine
2249,3,932,1/2 oz,Raspberry Liqueur
2250,11,845,Garnish,Mint
2252,7,828,1/8 tsp,Nutmeg
2253,2,775,2 oz,7-Up
2254,5,770,1 oz,Lemon Juice
2255,1,44,Fill 3/4,Ice
2257,6,858,{null},Stir
2258,2,21,1 oz,Tequila
2260,3,5,{null},Recommended Orange Juice: Sunny Delight
2261,3,812,1/2 oz,Kahlua
2262,7,780,{null},Strain into glass
2263,2,667,1/2 oz,Rum (dark)
2264,1,864,4 oz,Cream Soda
2265,1,43,1 oz,Vodka
2266,0,593,Fill,Ice
2267,4,50,1 tsp,Grenadine
2268,1,51,2 oz,Vodka
2270,2,668,1 oz,Vermouth (dry)
2272,5,750,{null},Muddle
2273,1,46,1/2 oz,Irish Cream
2274,5,862,{null},Shake
2275,0,594,Fill,Ice
2276,4,45,1/2 oz,Rum (light)
2277,5,782,{null},Strain into glass
2278,0,65,{null},Tools: Blender
2279,6,690,{null},Strain over ice into glass
2280,8,713,{null},In Margarita Glass
2281,1,48,1 oz,Brandy (blackberry)
2282,0,72,{null},Tools: Shaker
2283,3,694,1 dash,Grenadine
2284,1,643,1 oz,Frangelico
2285,0,77,Fill,Ice
2286,4,908,{null},Muddle until sugar is dissolved
2287,5,879,1/2 oz,Pineapple Juice
2288,1,646,Fill 1/2,Ice
2289,6,809,{null},Pour into glass
2290,2,826,Fill,Orange Juice
2291,2,19,1 oz,Kahlua
2292,0,820,{null},Tools: Shaker
2293,1,52,1 oz,Vodka
2294,4,49,4 dashes,Grenadine
2295,1,650,Fill 3/4,Ice
2296,4,53,1 oz,Light Cream
2297,7,850,{null},Strain into glass
2298,1,768,Fill,Ice (crushed)
2299,1,50,3/4 oz,Creme de Bananes
2301,9,825,{null},Do not stir
2302,0,80,{null},Tools: Mixing Glass
2303,3,818,2 dashes,Bitters
2304,7,89,{null},Recommended Vermouth: Noilly Prat
2305,1,47,Fill 1/2,Ice
2306,1,870,{null},Strain bacon vodka through ice into glass
2307,3,7,1/2 oz,Schnapps (peach)
2309,1,45,Fill 1/4,Ice
2310,3,3,5 oz,Coffee
2311,1,868,2 oz,Cranberry Juice
2312,0,538,3/4 oz,Aftershock (cinnamon)
2314,6,857,{null},Shake
2316,4,643,1 oz,Whipped Cream
2317,6,754,{null},Strain into chilled glass
2318,4,646,3/4 oz,Lime Juice
2319,5,736,1 cube,Ice
2321,5,887,{null},Shake
2322,2,38,{null},Stir
2323,1,49,Fill 1/2,Ice
2324,4,650,1 oz,Cointreau
2325,2,791,1 oz,Vermouth (dry)
2326,3,9,1/2 oz,Vermouth (dry)
2327,1,53,Fill 3/4,Ice
2328,0,83,2/3 Fill,Ice
2329,9,786,{null},Shake
2330,4,768,1 oz,Triple Sec
2331,3,14,{null},Layer ingredients
2332,4,59,1/2 oz,Blue Curacao
2333,7,847,{null},Shake
2335,0,586,{null},Tools: Shaker
2337,2,793,1 oz,Jack Daniel's
2338,4,55,1/4 oz,Hazelnut Liqueur
2339,1,645,1/2 oz,Tequila
2340,0,86,{null},Tools: Shaker
2341,2,23,2 tbsp,Lemon Juice
2342,4,63,1 oz,Cream
2343,0,601,1 1/2 oz,Vodka
2345,4,56,1 oz,Lime Juice
2346,3,4,3/4 oz,Vermouth
2347,1,60,2 oz,Gin
2348,5,883,2 slices,Bananas
2350,1,794,Fill 3/4,Ice
2351,3,696,1/2 oz,Cream of Coconut
2352,5,890,{null},Shake
2353,0,127,{null},Tools: Shaker
2354,3,699,2 oz,Brandy
2355,4,61,3/4 oz,Irish Whiskey
2356,2,685,1 oz,Gin (dry)
2357,0,888,{null},Tools: Shaker
2358,6,875,{null},Stir
2359,2,39,{null},Recommended Wine: Pineau des Charentes
2360,7,781,{null},Strain into glass
2361,6,877,{null},Shake
2362,3,6,1/2 shot,Whiskey
2363,0,87,1 oz,Schnapps (cinnamon)
2364,0,719,Fill,Ice
2365,0,84,1/2 oz,Kahlua
2367,1,59,Fill 1/2,Ice
2368,5,891,{null},Shake
2369,0,130,{null},Tools: Shaker
2370,1,55,Fill 3/4,Ice
2373,1,659,1 1/2 oz,Cointreau
2374,0,91,Fill 1/2,Ice
2375,2,34,2 oz,Gin
2376,1,63,1 oz,Midori
2377,6,862,{null},Salt glass rim
2378,6,782,{null},Garnish with a maraschino cherry
2379,1,654,Fill 1/2,Ice
2380,1,56,Fill 2/3,Ice
2381,6,770,{null},Strain into glass
2382,5,757,3 oz,Orange Juice
2384,6,872,1 dash,Grenadine
2385,2,28,1 oz,Brandy
2386,8,828,{null},Shake
2388,0,94,{null},Tools: Shaker
2389,4,794,3/4 oz,Schnapps (lemon)
2391,6,651,1 splash,Grenadine
2392,1,61,Fill 1/2,Guiness Stout
2394,0,610,5 oz,Champagne
2396,9,705,{null},Garnish with mint leaves
2397,2,35,2/3 oz,Scotch
2398,7,858,{null},Strain into chilled glass
2399,6,867,1 dash,Bitters (orange)
2400,0,96,{null},Tools: Mixing Glass
2402,1,785,Fill 1/2,Ice
2403,0,79,Fill,Ice
2404,6,780,{null},Chill
2405,2,40,1 oz,Lime Juice
2406,5,787,1 oz,Lemon Juice
2407,4,880,Garnish,Limes
2408,1,69,1 1/2 oz,Vodka
2409,0,892,{null},Tools: Shaker
2410,8,839,Fill 1/2,Ice
2411,0,98,1/2 oz,Triple Sec
2412,1,64,1 oz,Brandy
2413,1,775,1/2 oz,Rum (spiced)
2415,3,826,{null},Stir gently
2416,5,754,{null},Stir
2417,7,857,{null},Pour into glass
2418,2,44,3/4 oz,Brandy (apricot)
2419,10,845,3 1/2 oz,Club Soda
2421,4,71,1 oz,Gin (sloe)
2422,3,21,2/3 oz,Coffee
2423,6,887,{null},Pour into glass
2424,2,43, 1 1/2 oz,Schnapps (peach)
2425,4,854,1/2 oz,Chartreuse (green)
2427,1,667,Fill 1/2,Ice
2428,4,822,{null},Pour into glass
2429,7,789,{null},Strain into glass
2430,5,906,2-3 cubes,Ice
2431,0,93,Fill,Ice (crushed)
2432,4,785,4 oz,Rum (dark)
2434,1,880,1 1/2 oz,Vodka
2435,5,755,1 twist,Lemon Peel
2436,1,668,1 oz,Vodka (cherry)
2437,0,905,3-4 cubes,Ice
2438,10,786,{null},Strain into glass
2439,0,100,{null},Tools: Shaker
2441,2,46,1/2 oz,Brandy
2442,0,99,{null},Tools: Shaker
2443,4,818,{null},Shake
2444,5,898,{null},Shake
2446,0,602,Fill,Ice
2447,6,890,{null},Strain into glass
2448,6,879,3 oz,Sprite
2449,3,19,1 oz,Irish Cream
2450,1,665,3 oz,Water
2451,2,870,{null},Garnish with 1-2 olives
2452,2,48,1 oz,Club Soda
2453,2,694,3/4-1 oz,Brandy
2454,2,52,1 oz,Creme de Menthe (white)
2455,0,603,{null},Tools: Shaker
2456,1,71,Fill 2/3,Ice
2457,4,65,2/3 oz,Brandy (apricot)
2458,1,854,1/2 oz,Chartreuse (yellow)
2459,0,904,{null},Tools: Mixing Glass
2461,4,667,1/2 oz,Vermouth (sweet)
2462,0,78,{null},Tools: Shaker
2463,0,902,1 1/2 oz,Rum
2464,4,72,1/2 oz,Lemon Juice
2465,4,820,1 oz,Midori
2466,2,50,3/4 oz,Vodka (cherry)
2468,9,713,{null},Rub rim with Lime Wedge and Salt
2469,7,690,Fill,Lemon Soda
2470,6,891,{null},Strain into glass
2471,4,668,1 oz,Pineapple Juice
2473,2,47,2 oz,Brandy (blackberry)
2475,4,80,2 tsp,Vermouth (dry)
2476,5,908,Fill,Ice
2477,2,45,1 oz,Blue Curacao
2478,2,868,2 oz,Pineapple Juice
2479,5,901,1 oz,Lemon Juice
2480,5,903,{null},Shake
2481,4,77,1/2 oz,Brandy (blackberry)
2482,8,847,{null},Strain into glass
2483,11,210,1 splash,Lime Juice
2484,8,825,{null},Pour Mixed content into Wine Glass
2487,0,620,Fill,Ice
2488,5,900,1/2 oz,Midori
2489,1,65,3/4 glass,Ice
2490,7,875,{null},Strain into glass
2492,2,49,2 oz,Tequila
2493,0,650,{null},Tools: Shaker
2494,1,791,Fill 1/2,Ice
2495,2,53,1 oz,Brandy
2496,6,781,{null},Shake
2497,0,768,{null},Tools: Blender
2498,7,877,{null},Strain into chilled glass
2499,1,820,Fill 1/2,Ice
2500,1,72,Fill 3/4,Ice
2502,6,883,{null},Stir
2503,1,793,Fill 3/4,Ice
2504,5,916,{null},Shake
2505,4,86,3 oz,Rum (light)
2506,2,60,1 1/2 oz,Lemon Juice
2507,3,23,1 tsp,Sugar (powdered)
2510,1,80,Fill 1/2,Ice
2511,1,90,{null},Place Lemon Peel into glass
2512,7,862,{null},Strain into chilled glass
2513,7,872,{null},Shake
2514,0,145,{null},Tools: Shaker
2515,4,736,{null},Squeeze lime into glass
2516,0,813,{null},Tools: Mixing Glass
2517,1,83,2 oz,Whiskey
2519,1,685,Fill,Ice
2520,2,696,1/2 oz,Lime Juice
2521,1,77,1 oz,Tequila
2522,2,699,1 tsp,Sugar (superfine)
2523,3,35,{null},Ice (crushed)
2526,1,886,1 1/2 oz,Whiskey
2527,5,780,3 oz,Champagne
2528,2,61,{null},In Shot Glass:
2529,7,867,{null},Shake gently
2530,4,888,1/4 oz,Lemon Juice
2531,5,806,1/4 oz,Rum (151 proof)
2532,5,911,{null},"Muddle Limes, Mint, Sugar, and splash of Club Soda"
2533,4,791,1/4 oz,Creme de Cassis
2535,3,733,1/2 oz,Orange Liqueur
2536,6,789,{null},Stir
2537,0,107,{null},Tools: Blender
2538,1,84,1/2 oz,Irish Cream
2539,3,34,1 oz,Cointreau
2540,2,59,2 oz,Midori
2541,2,63,1 oz,Rum (coconut)
2542,4,793,5 oz,Orange Juice
2544,2,55,1/4 oz,Coffee Liqueur
2545,5,924,{null},Shake
2546,1,86,4 leaves,Mint
2547,1,87,2 dashes,Tabasco Sauce
2548,5,917,{null},Shake lightly
2549,3,16,1/2 oz,Orgeat Syrup
2550,6,898,{null},Strain into glass
2551,3,28,1 oz,Vodka
2552,2,56,1 oz,Tequila (gold)
2553,0,629,3-4 cubes,Ice
2554,8,858,{null},Garnish with a lemon twist
2555,0,110,{null},Tools: Shaker
2556,4,94,1/2 oz,Lemon Juice
2557,1,91,2 oz,Rum (white)
2558,4,685,1/2 oz,Orange Juice
2561,0,794,{null},Tools: Shaker
2562,4,826,{null},Recommended Rum: Malibu
2563,6,787,4 oz,Pineapple Juice
2564,9,845,{null},Stir
2565,7,770,1 dash,Club Soda
2566,5,922,1 splash,Violet Liqueur
2567,1,888,Fill 2/3,Ice
2568,4,90,5 oz,Ginger Ale
2569,3,822,{null},Heat
2570,9,828,{null},Strain into glass with Ice
2571,3,735,3 dashes,Bitters
2572,3,46,{null},Float each ingredient in order
2573,0,634,{null},Tools: Shaker
2574,8,857,{null},Garnish with an orange slice and a maraschino cherry
2575,7,651,1 splash,Lime Juice
2576,10,713,{null},Pour into glass
2577,2,69,3/4 oz,Amaretto
2578,0,775,Fill 1/2,Ice (crushed)
2579,0,923,{null},Tools: Shaker
2580,0,162,Fill,Ice
2584,6,903,{null},Strain into glass
2585,0,1,Fill 1/2,Ice
2586,4,79,1 1/2 oz,Blue Curacao
2587,0,632,1/2 oz,Tequila
2588,1,94,Fill 2/3,Ice
2589,4,892,3/4 oz,Banana Liqueur
2590,0,113,{null},Tools: Shaker
2591,3,44,3/4 oz,Rum (light)
2592,9,839,{null},Pour into glass
2593,6,906,1/4 oz,Grenadine
2594,3,43,Fill,Orange Juice
2596,5,932,{null},Shake
2597,8,690,{null},Stir gently
2598,1,93,3/4 oz,Blue Curacao
2599,2,880,4 oz,Grapefruit Juice
2600,6,916,{null},Strain into glass
2601,0,785,{null},Tools: Shaker
2602,0,929,{null},Tools: Shaker
2603,0,928,{null},Rub the glass rim with an orange slice
2604,7,883,{null},Recommended Vodka: Stolichnaya
2605,11,786,Fill,Tomato Juice
2607,1,95,1/3 oz,Schnapps (root beer)
2608,1,96,1 1/2 oz,Absinthe
2609,6,894,{null},Pour into glass
2610,5,812,1/2 piece,Bananas
2611,1,79,1 1/2 oz,Rum (white)
2612,1,98,3 oz,Cranberry Juice
2613,5,781,2 oz,Scotch
2614,7,825,1 oz,Amaretto
2615,1,892,Fill 2/3,Ice
2617,1,694,Fill 3/4,Ice
2618,7,879,3/4 cup,Ice
2619,4,100,1 oz,Light Cream
2620,0,164,{null},Tools: Blender
2621,2,71,1 oz,Amaretto
2622,0,120,{null},Tools: Shaker
2623,2,854,{null},Creme de Cassis
2624,8,827,{null},Garnish with an orange slice
2625,0,931,1 1/2 oz,Drambuie
2626,4,904,1/2 oz,Simple Syrup
2627,7,890,Garnish,Nutmeg
2628,6,908,1 3/4 oz,Brandy
2629,5,818,{null},Strain into glass
2630,3,50,3/4 oz,Whipped Cream
2631,4,755,{null},Club Soda
2632,0,119,{null},Tools: Shaker
2633,6,924,{null},Strain into glass
2634,0,747,Fill,Ice
2635,3,750,1 slice,Peaches
2636,0,114,Fill 1/2,Ice (crushed)
2637,6,917,{null},Strain into glass
2638,4,78,1 oz,Schnapps (apple)
2639,3,47,2 oz,Cranberry Juice
2641,0,116,{null},Tools: Shaker
2642,6,901,2 tsp,Sugar
2644,3,736,1 slice,Limes
2645,3,45,1/2 oz,Rum (dark)
2646,0,122,{null},Tools: Shaker
2647,4,896,3 oz,Cranberry Juice
2648,0,171,{null},Tools: Mixing Glass
2649,6,900,1 1/2 oz,Sweet-and-Sour
2650,0,633,{null},Tools: Shaker
2651,10,210,2 oz,Pineapple Juice
2652,1,905,1 1/2 oz,Vodka
2653,4,694,1 dash,Sugar Syrup
2654,1,100,Fill,Ice
2655,4,35,{null},Recommended Vodka: Luksosowa
2656,0,136,1/2 oz,Amaretto
2657,3,53,1 oz,Creme de Cacao (white)
2658,2,65,1/2 oz,Benedictine
2659,1,99,1 oz,Vodka
2660,6,911,1 oz,Rum (coconut)
2661,3,49,2 tbsp,Lemon Juice
2662,8,872,{null},Strain into a chilled glass
2663,5,3,Garnish,Whipped Cream
2664,0,173,1/2 oz,Jagermeister
2665,2,72,1 1/2 oz,Gin
2666,2,820,1 oz,Rum (coconut)
2667,1,904,8-10,Cranberries
2670,1,902,1/2 oz,Lemon Juice
2671,0,129,2 oz,Sake
2672,1,78,Fill 1/2,Ice
2673,8,867,{null},Strain into chilled glass
2674,2,80,1 oz,Vodka
2675,0,57,{null},Tools: Shaker
2676,8,875,Garnish,Lemon Peel
2677,2,87,{null},Recommended Cinnamon Schnapps: Goldschlager
2678,1,696,1 oz,Rum
2679,5,7,1 splash,Pineapple Juice
2682,5,9,{null},Shake
2683,3,60,Fill,Ginger Ale
2684,2,83,1/2 oz,Amaretto
2685,1,896,1 oz,Vodka
2686,0,645,1/2 oz,Triple Sec
2688,2,886,5 oz,Club Soda
2689,2,77,Fill,Orange Juice
2690,0,10,Fill 2/3,Ice
2691,5,789,2 dashes,Bitters
2692,6,806,1 1/2 oz,Orange Juice
2693,7,787,{null},Strain over Ice
2694,1,699,Fill 1/2,Ice (crushed)
2695,2,822,2 oz,Milk
2696,4,107,2 cups,Ice
2698,0,133,Fill,Ice
2699,8,770,{null},Garnish with mint leaves
2700,5,4,{null},Shake
2701,3,59,1/2 oz,Rum (white)
2702,6,932,{null},Pour over ice
2703,3,61,3/4 oz,Irish Cream
2704,2,733,1 oz,Rum (white)
2707,2,84,1/2 oz,Frangelico
2709,0,58,Fill,Ice
2710,3,63,Fill,Pineapple Juice
2711,3,55,1/4 oz,Amaretto
2712,2,86,2 oz,Lime Juice
2713,2,16,1/2 oz,Orange Curacao
2714,8,651,{null},Pour into glass
2715,3,56,1/4 oz,Brandy (apricot)
2716,0,178,{null},Tools: Shaker
2718,5,894,{null},Shake
2719,4,696,1 1/2 oz,Pineapple Juice
2721,2,91,2 1/2 oz,Fruit Punch
2722,7,903,{null},Recommended Schnapps: Goldschlager
2723,6,922,{null},Shake
2726,7,906,{null},Add grenadine until you see the sunrise
2727,4,110,1 1/4 oz,Sweet-and-Sour
2728,4,699,1/2 oz,Vermouth (sweet)
2729,10,839,1 twist,Orange Peel
2730,7,898,Garnish,Oranges
2731,1,813,Fill,Ice
2732,1,107,2 oz,Schnapps (apple)
2733,0,654,{null},Tools: Mixing Glass
2734,4,43,{null},Stir well
2735,2,888,1 1/2 oz,Gin (dry)
2736,6,818,{null},Recommended Rum: Malibu
2737,2,735,1/2 oz,Vermouth (sweet)
2738,3,757,1 oz (white),Creme de Cacao
2740,5,6,1 splash,Grenadine
2741,2,90,Fill,Ice
2742,0,495,{null},Tools: Mixing Glass
2743,12,786,{null},Garnish with a celery stalk and a lemon or lime wedge
2744,4,923,1 oz,Grapefruit Juice
2745,0,659,Fill 1/2,Ice
2746,0,643,{null},Tools: Shaker
2747,8,845,{null},Pour into glass over crushed ice
2748,2,98,{null},Stir Well
2749,2,94,1 oz,Orange Curacao
2750,0,646,{null},Tools: Shaker
2752,1,110,Fill 3/4,Ice
2754,0,142,Fill,Ice
2755,5,21,{null},Strain into glass
2756,3,754,3/4 oz,Brandy
2757,7,908,{null},"Garnish with an orange slice, a lemon twist and a maraschino cherry"
2759,2,93,3/4 oz,Irish Cream
2760,3,880,1 1/2 oz,Cranberry Juice
2761,3,755,3/4 oz,Vermouth (sweet)
2762,7,901,{null},Shake for 30 secs
2763,6,812,2 oz,Cream
2764,4,929,1/2 oz,Lime Juice
2765,4,47,{null},Shake
2766,0,665,2 oz,Rum (dark)
2767,1,923,Fill 1/2,Ice
2769,0,138,{null},Tools: Shaker
2770,7,917,{null},Garnish with an orange slice and an almond
2771,2,95,1 splash,Schnapps (cinnamon)
2773,6,9,{null},Strain into glass
2774,7,827,{null},Strain into glass
2776,9,690,{null},Garnish with a lime slice
2778,2,96,1 tsp,Simple Syrup
2779,2,892,1 oz,Rum (coconut)
2780,7,900,{null},Stir
2781,1,113,Fill 1/2,Ice
2782,2,79,1 1/2 oz,Rum (gold)
2783,8,879,1 slice,Lemons
2784,3,71,1 oz,Southern Comfort
2786,1,114,2 oz,Schnapps (peppermint)
2787,3,854,1/2 oz,Creme de Cacao (white)
2788,6,4,{null},Strain into glass
2789,6,825,1 oz,Whiskey
2791,2,904,{null},Crush cranberries into shaker using a barspoon
2792,0,144,{null},Tools: Shaker
2795,5,19,1 oz,Amaretto
2796,4,120,1oz,Lemon Juice
2797,1,1,2 oz,Whiskey (blended)
2798,0,193,{null},Tools: Shaker
2799,1,929,Fill 1/2,Ice
2801,2,750,5 dashes,Bitters
2802,4,60,{null},Stir gently
2803,1,928,{null},Coat rim with sugar and cocoa powder
2804,9,73,{null},Serve with a straw
2805,3,83,{null},Stir
2806,4,116,3/4 oz,Triple Sec
2807,3,77,{null},Stir
2808,3,886,{null},Stir well
2809,2,100,1 oz,Gin
2810,2,736,{null},Stir
2811,9,210,2 oz,Cranberry Juice
2813,4,122,2 oz,Coconut Cream
2816,2,905,4 oz,Orange Juice
2817,4,119,1 dash,Bitters
2818,7,922,{null},Strain into chilled glass
2819,0,694,{null},Tools: Shaker
2820,2,99,1 oz,Rum
2822,0,148,{null},Tools: Shaker
2823,3,65,1/3 oz,Galliano
2825,3,84,{null},Recommended Irish Cream: Bailey's
2826,3,820,1 oz,Creme de Cassis
2827,6,7,{null},Shake
2828,3,72,1/2 oz,Brandy (cherry)
2829,1,136,1/2 oz,Irish Cream
2830,2,902,1 tsp,Sugar (powdered)
2831,1,120,Fill,Ice
2832,3,80,1/2 oz,Galliano
2833,3,86,{null},Muddle ingredients
2835,7,911,1 oz,Club Soda
2836,8,787,{null},Garnish with a strawberry or a cherry
2837,2,78,1 oz,Whiskey
2838,4,127,1 oz,Orange Juice
2839,2,896,1 oz,Schnapps (peach)
2840,1,931,1 1/2 oz,Grand Marnier
2843,9,872,Float,Port (tawny)
2844,5,35,{null},Recommended Scotch: Johnnie Walker
2845,10,907,Garnish,Mint
2846,1,116,Fill 1/2,Ice
2847,1,122,Fill 1/2,Ice
2848,1,119,1 1/2 oz,Tuaca
2849,0,158,1 oz,Creme de Cassis
2850,5,23,{null},Shake
2851,1,822,2 oz,Irish Cream
2852,4,130,2 dashes,Bitters (orange)
2853,9,867,{null},Garnish with an orange twist
2854,0,146,Fill,Ice
2855,0,160,6 oz,Orange Juice
2856,1,10,2 oz,Vodka
2857,1,733,1 glass,Ice
2859,8,903,{null},Recommended Irish Cream: Bailey's
2860,7,818,{null},Recommended Bitters: Angostura
2861,0,159,1 1/2 oz,Midori
2863,0,149,{null},Tools: Muddler
2864,7,806,1 1/2 oz,Pineapple Juice
2866,3,780,1/2 oz,Cherry Liqueur
2867,1,127,Fill 3/4,Ice
2868,0,667,{null},Tools: Mixing Glass
2869,3,767,1 splash,Grenadine
2870,1,16,1 1/2 oz,Rum (light)
2873,5,34,{null},Rim cocktail glass with sugar
2875,5,28,1 oz,Schnapps (blueberry)
2876,2,813,1 3/4 oz,Gin
2877,3,91,2 1/2 oz,Ginger Ale
2878,6,6,1 splash,7-Up
2880,1,129,1 oz,Lime Juice
2881,7,845,{null},Shake
2882,0,42,1 1/2 oz,Rum (dark)
2883,2,107,1 oz,Cream of Coconut
2884,1,130,Fill 2/3,Ice
2886,3,90,2 oz,Brandy
2887,7,812,{null},Blend
2888,8,898,Garnish,Cherries (maraschino)
2889,4,733,1/2 oz,Tequila (gold)
2891,0,668,{null},Tools: Shaker
2893,3,93,{null},Recommended Irish Cream: Bailey's
2894,1,735,1 oz,Whiskey
2895,2,757,2 oz,Galliano
2896,3,888,1 oz,Brandy (apricot)
2898,9,651,Garnish,Cherries (maraschino)
2899,0,205,{null},Tools: Shaker
2900,4,16,1/2 oz,Lime Juice
2902,1,133,1 oz,Midori
2903,6,827,{null},Shake
2904,3,96,{null},Stir
2905,3,94,1 oz,Brandy (apricot)
2906,8,901,{null},Pour into glass
2907,2,110,3 oz,Gin
2908,8,874,{null},Garnish with a lemon twist
2909,3,98,Top,Champagne
2910,0,793,{null},Tools: Shaker
2912,2,755,3/4 oz,Gin
2914,2,754,1 oz,Vermouth (rosso)
2915,4,735,1 tsp,Sugar
2916,7,7,{null},Pour into glass
2917,5,44,{null},Shake
2918,0,172,1 oz,Cherry Soda
2919,4,142,Fill,Club Soda
2921,2,923,1 oz,Rum (dark)
2922,4,138,3/4 oz,Schnapps (peach)
2924,0,685,{null},Tools: Shaker
2925,2,928,2 1/2 oz,Vodka
2926,3,95,1/3 oz,Dr Pepper
2927,1,736,3 oz,Collins Mix
2928,1,495,3-4 cubes,Ice
2929,3,892,1 oz,Midori
2930,2,113,1 1/2 oz,Amaretto
2931,4,886,{null},Garnish with a lemon twist
2932,6,23,{null},Strain into glass
2933,5,825,1 oz,Coffee Liqueur
2934,2,114,1 oz,Cointreau
2935,3,79,1 oz,Rum (151 proof)
2936,0,791,{null},Tools: Shaker
2937,5,47,{null},Strain into glass
2938,6,19,1 oz,Vodka
2939,3,781,2 tsp,Water
2940,8,900,1 splash,Lemon-Lime Cola
2941,2,931,{null},Light mixture
2942,2,1,1 tsp,Sugar (powdered)
2943,3,904,2 oz,Vodka (vanilla)
2944,2,929,1 1/2 oz,Vodka
2945,8,911,{null},Shake gently
2947,1,142,1 oz,Kahlua
2948,0,170,{null},Chill glass
2949,7,4,Garnish,Lemons
2950,1,138,Fill 3/4,Ice
2951,1,750,1/2 oz,Simple Syrup
2952,4,144,1/2 oz,Lime Juice
2953,2,829,16 oz,Beer
2954,3,100,1 oz,Blue Curacao
2955,6,34,{null},Strain shaker contents into glass
2956,3,99,1 oz,Midori
2957,5,50,{null},Shake
2958,3,905,1/2 oz,Herbal Liqueur
2963,8,210,3 oz,Club Soda
2964,8,73,{null},Garnish with an orange wedge
2966,5,45,1 tsp,Cream of Coconut
2967,2,120,2 oz,Bourbon
2970,2,859,1 1/2 tsp,Sugar
2971,4,145,2 tsp,Pineapple Juice
2972,0,218,Fill,Ice
2973,2,136,1/2 oz,Cognac
2974,3,902,Fill,Water (hot)
2975,4,148,1/2 oz,Benedictine
2976,3,78,1 oz,Bourbon
2977,3,896,3 oz,Orange Juice
2978,5,53,{null},Shake
2979,6,18,Garnish,Lemons
