id,stepindex,recipe_id,stepamount,steptitle
4200,5,117,{null},Shake
4201,6,226,{null},Strain into chilled glass
4202,4,326,1/2 oz,Grand Marnier
4203,8,270,Garnish,Oranges
4205,6,216,1 1/2 oz,Vodka (lemon)
4206,3,30,3/4 oz,Grand Marnier
4207,4,156,{null},Garnish with a sprinkle of nutmeg
4208,2,304,1/2 oz,Rum (light)
4209,6,224,{null},Recommended Rum: Malibu
4210,5,779,{null},Shake
4212,2,311,Fill,Orange Juice
4213,4,284,{null},Recommended Whiskey: Southern Comfort
4214,1,223,Fill,Ice
4216,0,210,{null},Tools: Blender
4218,1,335,3-4 Cubes,Ice
4219,0,68,Fill 1/2,Ice
4220,1,232,Fill,Coca-Cola
4221,1,919,Fill 3/4,Ice
4222,6,105,1 3/4 oz,Bourbon
4223,0,254,{null},Tools: Shaker
4224,0,412,3-4 cubes,Ice
4225,3,36,1 oz,Rum
4226,0,407,Fill,Ice
4227,6,496,1 oz,Amaretto
4228,5,125,{null},Shake well
4229,4,285,{null},Stir
4230,6,221,Fill,Club Soda
4232,2,884,{null},Garnish with a lime wedge
4233,5,88,1/2 oz,Midori
4234,0,815,3-4 cubes,Ice
4235,3,297,1/2 oz,Brandy (cherry)
4237,3,290,1 tsp,Orange Curacao
4238,1,326,1 oz,Gin
4240,5,249,1 tsp,Sugar (powdered)
4242,4,344,1/2 oz,Lime Juice
4243,0,854,1/2 oz,Grenadine
4244,7,897,2 oz,Lime Juice
4245,4,339,1 oz,Lemon Juice
4246,0,415,Fill 1/2,Ice
4247,6,234,{null},Stir well
4248,3,295,3/4 oz,Lime Juice
4249,4,331,1 oz,Gin
4250,3,32,1 oz,Lemon Juice
4251,0,776,{null},Tools: Mixing Glass
4252,0,873,{null},Tools: Mixing Glass
4253,2,314,1 oz,Creme de Cacao (white)
4255,6,239,{null},Strain into glass over ice
4256,2,312,1 1/2 oz,Whiskey
4257,12,78,{null},Garnish with an orange wedge and a cherry
4258,0,111,{null},Tools: Mixing Glass
4259,4,919,2 oz,Light Cream
4261,4,220,1 oz,Light Cream
4262,1,927,Fill,Ice (crushed)
4263,3,41,1/2 oz,Amaretto
4264,1,340,1 oz,Vermouth (dry)
4265,2,12,1 oz,Vodka
4266,7,201,{null},Garnish with a slice of lime
4267,6,246,{null},Recommended Vodka: Absolut
4268,3,33,1 oz,Amaretto
4269,0,368,{null},Tools: Shaker
4270,7,140,3/4 oz,Sweet-and-Sour
4272,5,262,{null},Strain into chilled glass
4273,13,65,{null},Recommended Orange Liqueur: Mandarine Napoleon
4274,6,102,{null},Strain into glass
4276,0,874,{null},Tools:Shaker
4277,3,300,1 dash,Grenadine
4278,0,416,{null},Tools: Shaker
4280,1,344,Fill 3/4,Ice
4283,9,243,1 splash,Ginger Ale
4284,3,194,{null},Stir
4285,1,339,Fill 1/2,Ice
4286,7,213,{null},Strain into glass
4287,2,135,3-4 cubes,Ice
4288,2,15,1/2 oz,Drambuie
4289,2,139,1 oz,Frangelico
4290,1,331,Fill 3/4,Ice
4291,4,346,1 splash,Sweet-and-Sour
4292,2,316,1/2 oz,Creme de Noyaux
4293,8,189,Fill,Ginger Ale
4294,5,101,{null},Shake
4296,2,207,2 oz,Gin
4298,8,190,{null},Strain into glass
4299,6,115,{null},Shake
4301,2,20,Fill,Ice
4302,3,235,1/2 oz,Sambuca (white)
4304,4,352,1/4 tsp,Sugar (powdered)
4305,1,220,Fill,Ice
4306,4,927,1 oz,Sweet-and-Sour
4307,6,117,{null},Strain into a chilled glass
4308,6,236,{null},Shake
4309,2,313,1 1/2 oz,Bourbon
4311,1,347,1 1/2 oz,Amaretto
4312,2,322,3/4 oz,Rum
4313,3,192,1 1/2 oz,Chocolate Syrup
4314,7,225,1/2 oz,Vodka (cranberry)
4315,0,425,Fill,Ice
4316,2,851,{null},Liquify Strawberries in blender
4317,1,346,1 oz,Vodka
4318,3,54,1 1/4 oz,Double Cream
4319,6,237,Garnish,Olives
4320,8,182,{null},Strain into glass
4322,6,118,1 oz,Irish Cream
4323,5,206,{null},Garnish with a green olive or two
4326,0,907,{null},Tools: Mixing Glass
4328,0,881,{null},Tools: Blender
4329,5,279,{null},Strain into glass
4330,0,264,{null},Tools: Shaker
4331,6,125,{null},Rim cocktail glass with sugar
4332,2,324,2 oz,Lemon-Lime Cola
4333,1,352,Fill 3/4,Ice
4334,8,82,{null},Garnish with a cherry and a lemon twist
4335,1,242,1 1/2 oz,Gin
4337,0,382,1/2 oz,Southern Comfort
4338,0,187,{null},Tools: Shaker
4339,1,8,Fill 3/4,Ice
4340,7,930,{null},Blend
4341,10,149,1 twist,Lemon Peel
4342,5,258,3/4 oz,Pineapple Juice
4343,5,268,Garnish,Limes
4344,2,320,4 oz,Rum (spiced)
4345,5,224,Fill 1/2,Ice
4346,2,323,2 oz,Gin
4347,2,13,{null},Stir
4349,1,360,2 oz,Vanilla Liqueur
4350,3,311,{null},Stir
4351,0,871,{null},Tools: Mixing Glass
4352,5,273,{null},Recommended Irish Cream: Bailey's
4353,0,430,{null},Tools: Shaker
4355,8,287,{null},Recommended Rum: Pusser's
4356,7,105,{null},"Garnish with an orange slice, a lemon twist and a maraschino cherry"
4358,1,361,Fill 1/2,Ice
4359,1,884,2 oz,Amaretto
4360,6,249,{null},Shake
4361,8,174,3 oz,Ginger Ale
4362,6,262,{null},Garnish with a lime wedge
4363,5,102,{null},Stir
4364,4,359,1 dash,Lime Juice
4365,4,8,1/2 oz,Lime Juice
4366,5,278,3 oz,Club Soda
4367,7,270,2 oz,Club Soda
4368,5,263,{null},Stir
4369,5,153,5 oz,Sweet-and-Sour
4371,2,30,3/4 oz,Orange Liqueur
4373,2,223,2 oz,Vodka
4374,3,304,1 1/2 oz,Sherry (dry)
4376,4,348,1/2 oz,Tequila
4377,2,335,1 1/2 oz,Vodka (chocolate)
4378,2,36,1 oz,Gin
4379,5,496,1 oz,Frangelico
4380,2,232,Fill,Ice
4381,1,362,1 splash,Grenadine
4382,7,216,Fill,Ice
4383,4,369,1 tsp,Grapefruit Juice
4384,0,386,1 1/2 oz ,Grand Marnier
4385,2,326,1 oz,Vermouth
4386,6,201,Fill,Club Soda
4387,0,261,{null},Tools: Shaker
4389,4,254,1/2 oz,Lillet
4390,0,259,6 oz,Tea (hot)
4391,1,359,Fill 3/4,Ice
4392,1,253,2 oz,Campari
4393,0,282,{null},Tools: Mixing glass
4395,8,897,1 cup,Ice (crushed)
4396,4,375,4 oz,Orange Juice
4398,2,32,1 oz,Cointreau
4401,4,194,{null},Recommended Rum: Captain Morgan
4403,4,371,1/2 oz,Benedictine
4404,3,314,1 oz,Gin
4405,1,348,1/2 oz,Vodka
4406,5,115,1/2 oz,Lime Juice
4407,4,815,1 tbsp,Strawberry Liqueur
4408,5,236,1 white,Eggs
4409,4,260,1 tbsp,Pineapple Juice
4410,3,312,1 1/2 oz,Irish Cream
4412,4,235,{null},Stir
4413,1,369,Fill 3/4,Ice
4414,2,33,1 oz,Vodka
4415,8,213,{null},Recommended Herbal Liqueur: Strega
4416,1,12,Fill 1/2,Ice
4417,2,41,1/2 oz,Creme de Cacao (white)
4418,2,340,1 dash,Bitters (orange)
4420,4,776,1/2 oz,Schnapps (peach)
4421,5,285,4 1/2 oz,Club Soda
4422,1,254,Fill,Ice
4423,7,117,{null},Garnish with a cherry or an apple slice
4424,7,239,6 oz,Cola
4426,6,203,{null},Strain into ice-filled glass
4427,4,376,1/2 tsp,Sugar (powdered)
4428,0,281,Fill,Ice
4429,1,139,Fill,Ice
4432,4,368,1/2 oz,Vermouth (sweet)
4433,4,111,1/4 oz,Blue Curacao
4434,2,344,1 1/2 oz (gold),Tequila
4435,2,339,1 tsp,Sugar
4436,1,375,1/2 oz,Rum
4437,1,135,1 tsp,Lemon Juice
4438,11,241,{null},Recommended Raspberry Liqueur: Chambord
4439,1,15,1 1/2 oz,Scotch
4440,6,140,1/2 oz,Triple Sec
4441,2,331,1 oz,Cointreau
4442,3,316,1/2 oz,Brandy (cherry)
4443,4,75,{null},Stir
4444,5,237,{null},Strain into glass
4445,3,851,{null},Tools: Shaker
4446,3,207,1 oz,Vermouth (dry)
4448,1,371,Fill 1/2,Ice
4449,1,11,12 oz,Coca-Cola
4450,6,128,{null},Recommended Bourbon: Wild Turkey
4452,2,220,1 oz,Gin
4453,3,66,1/2 oz,Triple Sec
4454,1,260,Fill 1/2,Ice
4455,6,279,1 splash,Coca-Cola
4456,9,189,{null},Garnish with a lime wedge
4457,4,12,1/2 oz,Lemon Juice
4458,1,815,1 oz,Rum (151 proof)
4459,1,22,3 oz,Dr Pepper
4461,6,258,{null},Shake
4462,1,776,1/2 oz,Rum (white)
4463,7,125,{null},Strain shaker contents into glass
4464,4,20,1/2 oz,Coffee Liqueur
4466,3,322,1 1/2 oz,Rum (white)
4467,5,354,{null},Garnish with an lime wedge and an edible flower (if you have one!)
4468,6,263,{null},In Old-Fashioned Glass
4469,1,374,2 oz,Pimm's No. 1
4471,1,13,9 oz,Vodka
4472,1,376,Fill 3/4,Ice
4473,3,313,1 oz,Orange Curacao
4474,3,320,{null},Stir
4475,8,243,{null},Strain into ice-filled glass
4478,0,396,Fill,Ice
4479,9,190,{null},Recommended Rum: Malibu
4480,4,139,1 oz,Irish Cream
4481,1,368,Fill 1/2,Ice
4482,2,346,1 oz,Schnapps (apple)
4483,1,111,3-4 cubes,Ice
4485,3,70,1 1/2 oz,Gin
4486,5,118,1 oz,Kahlua
4487,4,15,1 twist,Lemon Peel
4489,8,930,{null},Pour into glass
4490,5,289,{null},Stir
4493,4,311,{null},Tilt glass
4494,2,54,1 1/4 oz,Cointreau
4495,6,255,{null},Garnish with a maraschino cherry and an orange slice
4496,7,287,Garnish,Nutmeg
4497,0,280,{null},Tools:Shaker
4498,0,31,1 oz,Cognac
4499,3,324,1 oz,Bourbon
4500,1,271,1 1/2 oz,Whiskey
4501,8,298,{null},Garnish with a lemon twist
4502,2,352,1 1/2 oz,Gin
4503,6,278,{null},Layer
4505,6,268,Garnish,Cherries (maraschino)
4506,4,264,1 oz,Rum (coconut)
4508,3,323,1 oz,Elderflower Liqueur
4509,7,249,{null},Salt glass rim
4510,0,410,1 1/2 oz,Rum (151 proof)
4511,1,382,1/2 oz,Triple Sec
4512,7,161,{null},Strain into glass
4513,8,105,{null},Recommended Bitters: Angostura
4514,4,206,{null},Strain into glass
4515,2,360,Garnish,Cherries
4516,9,182,Garnish,Cherries (maraschino)
4518,1,20,{null},Coat rim of glass with Chocolate Syrup
4519,8,216,{null},Shake
4523,5,201,{null},Stir
4524,0,62,3-4 cubes,Ice
4525,2,361,1/2 oz,Creme de Cacao
4527,5,293,{null},Recommended Bitters: Angostura
4528,5,203,{null},Shake
4529,6,153,Garnish,Olives
4530,1,264,Fill 1/2,Ice
4532,0,402,{null},Tools: Shaker
4533,5,112,{null},Drink immediately
4534,3,223,1/8 oz,Vermouth (dry)
4535,1,30,Fill 3/4,Ice
4538,3,81,1 oz,Schnapps (peach)
4541,0,411,{null},Tools: Shaker
4542,7,174,{null},Strain into glass
4543,5,128,{null},Recommended Rum: Bacardi 151
4544,1,387,1/2 oz,Tequila
4545,1,36,1 oz,Bourbon
4546,6,270,{null},Strain into glass
4547,0,414,1 oz,Vodka
4548,0,456,Fill,Ice
4549,3,335,1/2 oz,Creme de Cacao
4550,2,362,2/3 glass,Beer
4551,3,340,{null},Stir
4552,3,326,1 oz,Vermouth (dry)
4553,4,312,{null},Shake
4554,1,386,5 oz,Coffee
4555,0,398,{null},Tools: Shaker
4556,2,359,1 1/2 oz,Gin
4557,2,253,2 oz,Vermouth (sweet)
4558,1,259,2 oz,Amaretto
4559,1,32,2 oz,Cognac
4560,0,461,1/2 oz,Cognac
4562,0,464,{null},Tools: Shaker
4563,4,261,1/4 oz,Vermouth (dry)
4564,4,30,3/4 oz,Grenadine
4565,2,348,1/2 oz,Gin
4566,3,76,{null},Reccomended Whiskey: Crown Royal
4567,3,75,Fill,Coca-Cola
4568,6,267,3 oz,Sprite
4570,10,241,Garnish,Raspberries
4571,8,117,{null},Recommended Triple Sec: Cointreau
4572,5,297,1 tsp,Orange Juice
4573,6,289,{null},Strain into glass
4574,9,897,{null},Blend
4575,3,88,{null},Rum (white)1/2 oz
4576,4,36,1/2 oz,Lime Juice
4579,5,290,1 dash,Bitters
4580,2,369,2 oz,Rum (white)
4581,1,33,Fill 3/4,Ice
4582,2,254,1 1/2 oz,Gin (dry)
4583,1,41,Fill 3/4,Ice
4584,8,239,1/2 oz,Whipped Cream
4585,6,285,Garnish,Oranges
4586,5,295,{null},Stir gently
4588,7,258,{null},Strain into glass
4589,0,426,1 oz,Vodka (vanilla)
4591,3,339,2 tsp,Water
4592,2,375,1/2 oz,Vodka
4593,5,140,1/2 oz,Bourbon
4594,4,32,Fill,Club Soda
4595,7,263,{null},Lemon
4596,1,261,3/4 Fill,Ice
4599,3,331,1 oz,Rum (coconut)
4600,7,184,Garnish,Cherries
4601,3,344,1/2 oz,Cointreau
4602,0,345,{null},Tools: Shaker
4603,5,235,{null},Recommended Bourbons: Jim Beam (1 oz) and Wild Turkey (1/2 oz)
4604,5,255,3 oz,Club soda
4605,2,371,1 oz,Brandy
4607,3,220,1 oz (white),Creme de Cacao
4608,7,176,Garnish,Nutmeg
4609,6,147,{null},Strain into glass
4610,0,468,{null},Tools: Shaker
4611,1,391,1/2 oz,Irish Cream
4612,7,243,{null},Shake
4613,2,815,1 oz,Herbal Liqueur
4614,1,282,3-4 cubes,Ice
4616,2,66,1 1/2 oz,Gin
4617,2,260,3/4 oz,Vermouth (sweet)
4618,0,299,1 oz pureed,Peaches
4619,4,33,1 oz,Heavy Cream
4620,4,41,1/2 oz,Triple Sec
4624,2,776,1/2 oz,Rum (coconut)
4625,0,20,2 tbsp,Chocolate Syrup
4626,0,419,Fill,Ice
4627,5,106,{null},Garnish with an orange slice
4628,4,323,{null},Stir in Shaker
4629,0,927,{null},Tools: Shaker
4630,0,22,3 oz,Wine (red)
4631,2,374,3 oz,Lemonade
4632,2,376,1 oz,Rum (light)
4633,4,237,{null},Shake
4634,5,300,1/4 cup,Orange Juice
4635,2,368,1 oz,Rum (light)
4637,10,182,{null},Recommended Vodka: Finlandia
4638,3,346,1 splash,Lime Juice
4639,2,111,1 1/2 oz,Vodka
4640,3,101,1 1/2 oz,Peach Liqueur
4641,7,298,{null},Stir
4642,0,910,1 oz,Schnapps (peach)
4643,6,161,{null},Shake
4644,0,349,{null},Tools: Mixing Glass
4645,2,70,1 1/2 oz,Vermouth (sweet)
4646,1,390,48 oz,Water
4647,3,206,{null},Stir
4648,5,270,{null},Shake
4649,8,202,{null},Recommended Bitters: Fernet Branca
4650,8,249,{null},Pour into glass
4653,4,396,4 oz,Light Cream
4654,0,433,{null},Chill glass
4655,0,476,3/4 oz,Rum (151 proof)
4656,1,54,1 1/4 oz,Creme de Cacao (white)
4658,1,281,1 1/2 oz,Gin
4660,3,352,3/4 oz,Orange Juice
4661,0,431,1 oz,Vodka (grapefruit)
4662,2,271,3 oz,Sweet-and-Sour
4663,4,223,{null},Shake
4664,0,477,{null},Tools: Shaker
4665,0,351,{null},Tools: Shaker
4666,6,287,{null},Pour into glass over ice
4669,2,382,1/2 oz,Vodka
4670,0,919,{null},Tools: Shaker
4671,1,410,3 dashes,Tabasco Sauce
4673,7,278,1 dash,Grenadine
4674,0,418,Fill 1/2,Ice
4677,6,174,{null},Shake
4678,5,311,2 dashes,Grenadine
4679,10,897,{null},Pour into glass
4680,3,224,4 oz,Pineapple Juice
4681,0,480,{null},Tools: Shaker
4682,0,432,{null},Tools: Shaker
4683,1,396,1/2 oz,Tequila
4684,4,335,{null},Shake Well
4685,4,54,3/4 oz,Orange Juice
4686,3,361,1/2 oz,Schnapps (peppermint)
4688,4,340,{null},Garnish with a lemon twist
4689,1,280,Fill,Ice
4690,2,264,1 oz,Passoa
4691,9,216,{null},Strain into glass
4693,0,884,Fill,Ice
4694,2,259,{null},Top with Whipped Cream
4695,3,348,{null},Rum (white)1/2 oz
4697,6,297,{null},Shake
4698,4,402,1/2 oz,Whiskey
4699,2,81,2 oz,Tequila (gold)
4700,2,76,2 oz,Cranberry Juice
4701,5,267,{null},Strain into glass over ice
4702,6,235,{null},Recommended Scotch: Johnnie Walker (black)
4704,2,88,1/2 oz,Gin
4705,1,407,1 oz,Galliano
4707,5,147,{null},Stir
4708,2,387,1/2 oz,Aftershock
4709,3,102,3/4 oz,Vermouth (sweet)
4711,6,290,{null},Shake
4713,9,241,{null},Strain into glass
4714,4,411,1/2 oz,Triple Sec
4715,4,416,1 dash,Bitters
4716,0,483,3-4 Cubes,Ice
4719,4,175,{null},Stir
4720,3,362,1/3 glass,7-Up
4721,0,242,Fill,Ice
4722,4,112,{null},Drop shot into beer mug
4723,4,398,1 dash,Simple Syrup
4724,2,386,Garnish,Whipped Cream
4725,5,304,{null},Stir
4726,4,415,3 1/2 oz,Orange Juice
4727,3,375,{null},Stir
4729,3,359,1/2 oz,Rum (light)
4732,3,253,Fill,Club Soda
4733,3,496,1 oz,Rum (coconut)
4734,1,414,1 oz,Irish Cream
4735,4,128,{null},Stir
4736,2,75,3 tbsp,Sugar
4737,6,295,1 1/2 oz,Prosecco Sparkling Wine
4738,0,486,{null},Tools: Shaker
4740,1,402,Fill 1/2,Ice
4741,9,256,{null},Pour into glass
4742,1,62,1 1/2 oz,Gin
4744,7,197,Garnish,Cherries
4745,7,196,{null},Strain into glass over ice
4746,0,440,{null},Tools: Shaker
4747,8,258,{null},Recommended Vodka: Absolut Citron
4748,5,312,{null},Strain into glass
4750,6,243,3 oz,Apple Juice
4751,1,412,2 oz,Pimm's No. 1
4752,1,411,1 glass,Ice
4753,1,416,2 oz,Scotch
4754,8,263,{null},Sugar (powdered)
4755,3,369,1 tsp,Maraschino Liqueur
4756,5,314,3 tbsp,Lemon Juice
4757,1,398,Fill 2/3,Ice
4758,0,8,{null},Tools: Shaker
4759,1,415,1 1/2 oz,Vodka
4760,3,254,1 oz,Vodka
4762,0,441,{null},Tools: Shaker
4763,3,237,1/2 oz,Chartreuse (green)
4764,5,287,{null},Shake
4766,3,236,1 tbsp,Lemon Juice
4767,5,161,1 tbsp,Almond Extract
4769,2,390,{null},Stick entire head under water
4770,2,261,1 oz,Vodka
4771,0,489,{null},Tools: Mixing Glass
4772,6,298,1 dash,Bitters
4773,3,371,1/2 oz,Chartreuse (yellow)
4774,3,115,1 1/2 tsp,Chambord
4775,1,426,3 oz,Cranberry Juice
4776,0,446,2 oz,Tequila
4777,2,206,1/3 oz,Vermouth (dry)
4778,0,11,3 oz,Schnapps (blackberry)
4780,2,391,1/2 oz,Citrus Liqueur
4781,7,202,Garnish,Orange Peel
4782,3,815,1 tbsp,Irish Cream
4783,2,282,3 oz,Vodka
4785,1,66,Fill 3/4,Ice
4786,3,260,1 1/2 oz,Gin
4788,6,184,Garnish,Oranges
4789,5,316,1 oz,Heavy Cream
4790,3,776,1/2 oz,Midori
4791,5,851,{null},Pour strawberry purree into Shaker
4792,5,207,{null},Shake well
4793,3,271,{null},Stir
4795,0,444,2 oz,Rum (light)
4796,3,374,1 splash,Club Soda
4797,6,176,{null},Pour into glass
4798,2,101,1/2 oz,Vodka
4799,3,376,1 oz,Port
4800,8,228,{null},Garnish with a cherry and a sprig of mint
4801,4,255,{null},Stir
4802,0,452,1 oz,Frangelico
4803,3,368,1/2 oz,Brandy
4804,4,425,2/3 oz,Lemon Juice
4805,3,111,1/2 oz,Triple Sec
4806,0,447,{null},Tools: Shaker
4807,0,453,{null},Tools: Shaker
4809,5,174,1 oz,Rum (pineapple)
4810,1,70,Fill 3/4,Ice
4811,3,354,3/4 oz,Raspberry Liqueur
4812,0,13,1 1/2 oz,Port
4813,4,419,1/2 oz,Tequila
4814,5,313,1/2 oz,Orange Juice
4815,4,106,{null},Stir
4816,5,323,{null},Strain into glass
4818,4,433,1 splashStir,Anisette
4819,3,118,1 oz,Frangelico
4820,4,66,1 oz,Lemon Juice
4821,0,450,{null},Tools: Shaker
4822,5,322,Fill,Ice (crushed)
4823,6,304,{null},Strain into glass
4824,4,361,{null},Stir
4825,5,320,{null},Recommended Whiskey: Seagram's 7
4826,0,448,{null},Tools: Shaker
4827,2,281,1/2 oz,Triple Sec
4829,0,455,2 oz,Vodka
4830,0,208,{null},Tools:Shaker
4832,1,299,1/4 tsp,Lemon Juice
4833,1,430,Fill 1/2,Ice
4834,10,216,Garnish,Mint
4836,6,311,Garnish,Cherry
4837,1,425,1 1/3 oz,Vodka
4838,5,324,{null},Blend on slow speed
4840,1,431,4 oz,7-Up
4841,8,278,Garnish,Oranges
4842,7,297,{null},Strain into glass
4843,6,312,{null},Recommended Whiskey: Jack Daniel's
4844,4,70,1 tsp,Chartreuse (green)
4847,7,211,1 tsp,Sugar (powdered)
4848,7,290,{null},Rub the glass rim with lemon
4849,1,419,1/2 oz,Vodka
4850,2,224,4 oz,Orange Juice
4851,2,396,1/2 oz,Vodka
4852,1,418,2 oz,Bourbon
4853,4,362,{null},Stir
4854,2,280,2 oz,Gin
4856,0,139,{null},Tools: Blender
4857,3,175,1 oz,Tequila
4858,0,54,{null},Tools: Shaker
4859,3,264,1 oz,Vodka (orange)
4860,5,223,{null},Strain into chilled glass
4861,1,433,1 oz,Vermouth (sweet)
4862,0,458,{null},Tools: Mixing Glass
4863,3,112,{null},Pour beer into beer mug
4864,4,253,{null},Garnish with an orange slice
4865,4,432,1 oz,Amaretto
4866,0,462,1/2 oz,Kahlua
4867,3,128,3/4 oz,Grenadine
4869,7,295,{null},Stir gently
4870,1,88,1/2 oz,Vodka
4872,1,81,Fill 3/4,Ice
4874,0,333,Fill,Ice
4875,0,338,{null},Tools: Mixing Glass
4876,3,201,1/3 oz,Sweet-and-Sour
4877,0,459,1 oz,Tequila (gold)
4878,0,334,1 1/2 oz,Gin
4879,0,215,{null},Tools: Mixing Glass
4880,5,335,{null},Strain into glass
4881,2,407,2 oz,Irish Cream
4882,0,463,{null},Tools:Shaker
4883,3,203,2 oz,Sweet-and-Sour
4884,1,76,1 1/2 oz,Whiskey
4885,3,387,1/2 oz,Sambuca (white)
4886,2,102,1 1/2 oz,Gin
4887,2,97,{null},Hold hand over top of glass and slam down
4889,6,196,{null},Shake
4890,6,314,{null},Shake
4891,0,12,{null},Tools: Shaker
4892,0,467,{null},Tools: Shaker
4893,6,207,{null},Strain into chilled glass
4895,8,241,Fill 1/2,Ice
4896,2,496,1 oz,Kahlua
4898,5,176,{null},Blend
4899,1,75,3 oz,Scotch
4900,4,267,{null},Shake
4901,9,274,1 oz,Coca-Cola
4903,1,432,Fill 1/2,Ice
4904,2,414,1/2 oz,Creme de Menthe (green)
4905,5,243,1 1/2 oz,Tequila
4906,0,384,{null},Tools: Shaker
4907,4,88,1/2 oz,Tequila
4908,0,15,Fill,Ice
4909,2,402,1 oz,Vodka
4910,4,81,3 1/2 oz,Grapefruit Juice
4911,5,326,1 tsp,Triple Sec
4912,2,62,1 tbsp,Lime Juice
4913,3,390,{null},Open mouth
4915,4,440,1 1/2 oz,Orange Juice
4916,2,416,1/2 oz,Port (tawny)
4917,0,332,1 1/2 oz,Aftershock
4919,0,470,{null},Tools: Pitcher
4920,3,391,{null},Recommended Irish Cream: Bailey's
4921,2,412,3 oz,Lemonade
4923,0,135,1 1/2 oz,Gin (sloe)
4924,2,411,1 oz,Brandy (apple)
4925,8,256,9 oz,Pineapple Juice
4926,6,316,{null},Strain into glass
4927,6,320,{null},Recommended Rum:Captain Morgan's
4928,5,184,{null},Stir
4929,2,398,1 1/2 oz,Absinthe
4930,2,237,3 oz,Gin
4931,6,851,1 tsp,Strawberry Liqueur
4932,2,415,1 1/2 oz,Schnapps (peach)
4934,6,197,{null},Strain into glass
4935,9,258,{null},Recommended Rum: Malibu
4936,3,255,1 tsp,Sugar (superfine)
4937,3,261,1/2 oz,Galliano
4938,4,271,{null},Pour into glass over ice
4939,5,298,1/2 oz,Vermouth (dry)
4940,0,465,{null},Tools: Shaker
4942,9,263,{null},Rub rim of glass with lemon and dip in powdered sugar
4943,4,374,{null},Garnish with a lemon twist and a slice of cucumber
4944,2,236,2 oz,Tequila
4945,0,466,{null},Tools: Mixing Glass
4946,4,441,1/2 oz,Drambuie
4947,6,324,{null},Pour into glass
4948,6,307,{null},Pour into glass
4949,0,472,Fill,Ice
4950,6,313,{null},Shake
4951,2,426,3 oz,Orange Juice
4952,1,206,1 2/3 oz,Gin
4953,5,339,2 oz,Bourbon
4955,0,507,{null},Tools: Shaker
4957,7,228,{null},Strain into glass
4959,1,440,Fill 3/4,Ice
4960,3,282, 1 oz,Sherry (dry)
4962,0,32,Fill,Ice
4963,6,322,{null},Stir
4964,3,106,Fill,Orange Juice
4965,6,323,1/4 oz,Raspberry Liqueur
4966,2,115,2 1/2 oz,Rum (gold)
4967,5,331,1 dash,Lime Juice Cordial
4968,6,223,{null},Garnish with an olive and a lemon twist
4969,1,446,4 oz,Orange Juice
4970,3,140,{null},Rum (white)1/2 oz
4971,5,344,{null},Shake
4973,0,30,{null},Tools: Shaker
4974,1,101,Fill 1/2,Ice
4975,11,216,{null},Recommended Vodka: Absolut Citron
4976,7,219,{null},Recommended Schnapps: DeKuyper Watermelon Pucker
4977,5,220,{null},Shake
4978,6,202,{null},Strain into glass
4981,1,441,Fill 3/4,Ice
4982,3,137,1/3 oz,Creme de Cassis
4983,0,469,{null},Tools: Shaker
4984,4,447,1 1/2 oz,Cream
4985,4,444,1 1/2 oz,Guava Juice
4986,2,354,1/2 oz,Lime Juice
4987,1,452,3/4 Fill,Cream
4988,0,36,1 oz,Brandy
4989,7,312,{null},Recommended Irish Cream: Bailey's
4991,2,112,10 oz,Beer
4992,3,281,3/4 oz,Orange Juice
4993,2,299,4-6 oz,Sparkling Wine (white)
4994,0,353,1 1/2 oz,Pernod
4995,2,118,1 oz,Schnapps (butterscotch)
4996,4,450,1/2 oz,Schnapps (blueberry)
4998,0,475,1 1/4 oz,Schnapps (butterscotch)
4999,4,448,1 oz,Apple Juice
5000,2,430,1 oz,Sambuca (white)
5001,3,270,1/2 oz,Grenadine
5002,5,346,1 splash,Sprite
5003,0,481,1/2 oz,Whiskey
5004,4,101,1/2 oz,Grand Marnier
5005,8,290,{null},Dip glass in sugar to coat the edge
5006,4,208,1 1/2 oz,Lime Juice
5007,2,431,1 oz,Cranberry Juice
5008,5,196,1white,Eggs
5009,2,425,1/3 oz,White Curacao
5011,1,447,Fill,Ice (crushed)
5012,3,407,{null},Stir
5013,1,455,2 oz,Kahlua
5014,1,444,1 oz,Triple Sec
5015,4,387,{null},Pour into glass
5016,2,419,1/2 oz,Gin
5017,5,361,{null},Pour into glass
5019,1,97,1/2 oz,Mountain Dew
5020,3,396,1/2 oz,Coffee Liqueur
5021,5,352,{null},Shake
5022,3,280,2 oz,Vermouth
5026,1,224,1 oz,Brandy (blackberry)
5028,8,295,{null},Garnish with a Lime Wedge
5029,2,418,Fill,Club Soda
5030,7,314,{null},Strain into chilled glass
5031,2,175,1 oz,Bourbon
5032,2,433,2 oz,Bourbon
5033,1,453,Fill 3/4,Ice
5034,5,197,{null},Stir
5035,1,450,Fill 3/4,Ice
5036,3,267,1 oz,Sugar Syrup
5037,7,207,{null},Garnish with a lemon twist
5038,1,448,Fill,Ice
5040,6,211,{null},Strain into glass
5041,1,208,Fill,Ice
5042,2,201,1 oz,Midori
5043,9,278,Garnish,Cherries
5044,0,519,Fill,Ice
5045,5,307,{null},Blend
5046,10,263,{null},Pour into glass
5047,4,458,1 oz,Club Soda
5048,0,76,1 1/2 oz,Raspberry Liqueur
5049,2,128,1 1/2 oz,Whiskey
5050,1,102,Fill,Ice
5052,1,456,1 oz,Whiskey
